n,id,date,text,lang,source
32951,441358HAN358-12944051,2024-10-24,"Je suis très fier de nos investissements, qu’ils tirent leur origine de grands événements comme les Jeux panaméricains ou les Jeux olympiques de 2010, ou de l’initiative axée sur le sport communautaire dont je vais parler dans un instant.Nous avons également fait quelque chose que les athlètes réclament depuis 1999.",FR,parliament
33377,441293HAN293-12642685,2024-03-21,Les gens parviennent à peine à joindre les deux bouts.,FR,parliament
10742,www_ledevoir_com_monde_etats-unis_817077_afghans-californie-choix-difficile-election-presidentielle-2024_20240728_014357,2024-07-28,"« J’ai quitté le Parti démocrate, confie l’ancien professeur.",FR,headlines
12350,ici_radio-canada_ca_info_en-direct_1012267_justin-trudeau-annonce-avenir-politique_20250107_055330,2025-01-07,"Avec les informations de La Presse canadienne Trudeau a pris la bonne décision, dit DuclosEn entrevue à En direct avec Patrice Roy, Jean-Yves Duclos, lieutenant politique pour le Québec du Parti libéral du Canada, dit partager l’analyse du premier ministre démissionnaire Justin Trudeau.",FR,headlines
22226,441348HAN348-12901847,2024-10-03,I represent a Montreal riding that includes a handful of subway stations equipped with elevators.,EN,parliament
2370,www_cbc_ca_news_canada_toronto_cartel-bui-lawyers-contempt-1_7309546_20240902_140417,2024-09-02,"Matthew Wilton, a Toronto litigator whose practice includes representing other lawyers in disciplinary hearings, said that in the worst-case scenarios, some lawyers held in contempt have been thrown in jail, but there are plenty of lesser penalties, such as an order to pay costs.",EN,headlines
19743,ici_radio-canada_ca_nouvelle_2089978_joe-biden-retire-president-elections-democrates_20240722_063331,2024-07-22,"Pour ne rien manquer du retrait de Joe Biden de la course à la Maison-Blanche, suivez notre couverture en direct.",FR,headlines
13647,www_tvanouvelles_ca_2024_12_28_un-printemps-plus-precoce-a-venir-en-2025_20241229_052328,2024-12-29,"«Si vous avez eu des vêtements d’hiver, des tuques, des mitaines pour Noël en cadeau, gardez-les», a affirmé le météorologue.",FR,headlines
29790,441379HAN379-13029491,2024-11-29,"What is the government's plan to protect our borders, our trade and Canadians from tariff—",EN,parliament
12022,www_journaldemontreal_com_2024_08_23_exagerations-et-canulars-10-declarations-erronees-a-la-convention-democrate_20240824_021326,2024-08-24,"Par exemple, jeudi dernier, il a écrit sur le réseau Truth Social qu’il ne restreindrait pas l’accès à la pilule contraceptive et à la fécondation in vitro.",FR,headlines
15404,ici_radio-canada_ca_nouvelle_2114098_election-2024-resultat-liberaux-gouvernement-mn_20241022_073351,2024-10-22,David Coon a déploré la défaite de Kevin Arseneau.,FR,headlines
19219,www_ledevoir_com_politique_quebec_822248_roberge-blame-reseau-scolaire-classes-francisation-fermees_20241023_215406,2024-10-23,"Puis là, ils nous disent qu’ils n’ont plus les sommes nécessaires pour poursuivre », a-t-il tonné derrière son bureau de l’hôtel du Parlement.",FR,headlines
3994,www_thestar_com_news_gta_we-are-in-this-legal-limbo-casa-loma-residents-opposing-new-development-face-a-tougher_article_2b9d8dd0-a2c7-11ef-8cc0-37b323adaafd_html_20241208_193405,2024-12-08,"But Levy said that despite this, the city decided at the last minute to drop the endorsement for heritage designation and only preserve a small part of the building, according to documents the residents’ group obtained through a freedom of information request.",EN,headlines
5076,www_thestar_com_news_gta_you-have-family-members-who-have-helped-this-go-away-senior-toronto-police-officer-accused_article_c6dc785e-1f6b-11ef-9528-8ba083419b3f_html_20240604_124443,2024-06-04,"She quickly gave Doherty a rundown of what Calvin said happened: a private security guard had waved him through to turn left but he’d had to suddenly speed up to avoid another vehicle, then lost control on the slick roadway, crashing into the light standard.",EN,headlines
34177,441270HAN270-12531107,2024-01-29,Les conversations intéressantes et les conseils judicieux y étaient toujours à l'honneur.,FR,parliament
39209,441302HAN302-12688840,2024-04-18,Cela représente un risque non négligeable.Le budget est truffé d'ingérences dans les champs de compétence du Québec qui entraîneront des conflits liés aux champs de compétence à répétition et ralentiront la prestation de services aux citoyens.,FR,parliament
11595,www_ledevoir_com_opinion_chroniques_825418_bulletin-ministeriel_20241207_101351,2024-12-07,"B– Martine Biron (Relations internationales, Condition féminine) a compris qu’il valait mieux améliorer l’accès à l’avortement que d’inscrire ce droit dans une loi.",FR,headlines
7562,www_theglobeandmail_com_business_economy_article-canada-us-trump-tariffs-trade-war-strategy__20250118_081328,2025-01-18,"In 2023, the U.S. produced an average of 12.9 million barrels per day of its own crude, yet consumed an average of 20.2 million barrels.",EN,headlines
17900,www_journaldemontreal_com_2024_10_25_salaberry-valleyfield-un-incendie-dans-une-residence-envoie-deux-personnes-a-lhopital_20241025_140328,2024-10-25,Le dossier a été transféré à la Sûreté du Québec (SQ) qui doit faire la lumière sur les circonstances de cet événement.,FR,headlines
30271,441371HAN371-12994898,2024-11-19,"Pour profiter de la législation laxiste d'Ottawa, tout investisseur peut créer ici son entreprise avec des coactionnaires canadiens, mais procéder à ses exploitations dans un pays en développement.Plusieurs entreprises ayant des comportements qu'on pourrait considérer comme douteux bénéficient du soutien financier de la part d'Exportation et développement Canada, qui n'a des mécanismes de responsabilité que très sommaires.",FR,parliament
24741,441290HAN290-12627872,2024-03-18,We must recognize this and act on it.,EN,parliament
12407,www_journaldemontreal_com_2024_07_29_fin-des-vehicules-a-essence-en-2035-ca-va-trop-vite-alertent-les-constructeurs_20240729_122327,2024-07-29,"Selon lui, l’offre pour les batteries est un petit peu en avance par rapport à l’offre sur les véhicules pour la demande.",FR,headlines
12129,www_journaldemontreal_com_2024_07_24_meteo-du-jour-des-averses-avec-risque-dorage-sur-le-sud-ouest-du-quebec_20240725_113328,2024-07-25,"«On voit une rotation, mais comme la vue n’est pas dégagée on ne peut pas savoir si ça touche terre ou non donc on ne peut pas confirmer une tornade», indique Amélie Bertrand, météorologue d’Environnement Canada.",FR,headlines
39391,441342HAN342-12875068,2024-09-24,"Seulement en Ontario, plus de 100 000 femmes ont réintégré le marché du travail grâce à ce programme de garderies, mais le chef de l'opposition veut l'abolir.",FR,parliament
14104,www_ledevoir_com_monde_etats-unis_818692_moment-obama-kamala-harris_20240824_070351,2024-08-24,"Ils veulent seulement gagner », conclut Mme Brathwaite.",FR,headlines
18940,www_lapresse_ca_actualites_2024-08-18_operation-sac-a-dos_record-de-demandes-mais-quatre-fois-moins-de-donateurs_php_20240819_021358,2024-08-19,"« C’est un demi-million de dollars en fournitures scolaires qui ont été dépensés », a précisé la directrice générale du Regroupement.",FR,headlines
6255,www_thestar_com_news_canada_what-a-rising-summer-wave-says-about-canada-s-long-term-future-with-covid_article_6587a336-49e0-11ef-8406-778fbc57293b_html_20240728_091436,2024-07-28,"“We know that hospitalization with any serious respiratory infection, including COVID, can leave older adults with a litany of health issues, some of which they might never recover from.",EN,headlines
11235,www_tvanouvelles_ca_2024_11_14_abandonnee-et-sans-aide-a-82-ans-une-ainee-qui-vit-dans-des-conditions-atroces-sur-le-point-de-se-faire-evincer_20241115_115324,2024-11-15,"Le CLSC est «la bonne porte d’entrée» Le Centre intégré universitaire de santé et de services sociaux (CIUSSS) de l’Est-de-l’Île-de-Montréal n’a pas voulu réagir devant la caméra, mais son responsable des communications a mentionné par courriel que certains détails ne concordaient pas avec leurs informations.",FR,headlines
24524,441331HAN331-12824443,2024-06-13,"I wonder if the member could comment on this new revelation and on whether she knew of this information, as a Liberal MP, before it was released today.",EN,parliament
13193,www_journaldemontreal_com_2024_11_23_voici-le-geant-de-limmobilier-qui-engorge-le-plus-le-tribunal-administratif-du-logement-au-quebec_20241123_152326,2024-11-23,"Dussault, qui estime que CAPREIT et les grandes entreprises immobilières en sont «directement responsables».",FR,headlines
30774,441320HAN320-12773042,2024-05-29,"En tant que président, j'ai reçu des messages de personnes qui étaient reconnaissantes d'avoir pu bénéficier de ce service, qui pouvaient à nouveau sourire, qui pouvaient aller à des entrevues d'embauche, qui pouvaient sourire à leurs petits-enfants.",FR,parliament
9553,vancouversun_com_news_police-protection-first-responders-pandora-avenue-victoria_20240714_091357,2024-07-14,Manak said that the violence and aggression experienced by first responders has escalated over the last several months and is unacceptable.,EN,headlines
20662,441383HAN383-13045265,2024-12-05,"Madam Speaker, yesterday I tried to move a motion calling on the House of Commons to join the Bloc Québécois in denouncing the presence of a religious exemption in paragraph 319(3)(b) of the Criminal Code.",EN,parliament
36391,441311HAN311-12732543,2024-05-08,C'était immoral de ne pas nous le dire.,FR,parliament
27726,441276HAN276-12559435,2024-02-06,Are they going to end catch-and-release policies that turn repeat violent offenders back onto our streets?,EN,parliament
8871,www_theglobeandmail_com_world_article-the-fearless-ukraine-soldiers-front-lines__20240607_112405,2024-06-07,"""  As I waited to go in to meet Gen.",EN,headlines
37420,441346HAN346-12893537,2024-10-01,"Les investissements dans notre régime d'assurance-médicaments vont aider 1 Canadien sur 4 et 1 aîné sur cinq souffrant du diabète à surveiller, à tester et à traiter leur diabète sans avoir à se préoccuper des coûts.",FR,parliament
35669,441298HAN298-12674176,2024-04-11,Je déclare la motion no 5 rejetée.,FR,parliament
25093,441353HAN353-12922207,2024-10-10,"The Liberals only care about the Liberals.That the government does not want to turn over these documents is a clear sign that there is corruption on many levels, which the Liberals are trying to hide.",EN,parliament
31106,441351HAN351-12914886,2024-10-08,"Madame la Présidente, j'ai entendu le député parler longuement de la Constitution; je suis donc sûr qu'il est bien conscient que les trois composantes de notre système de gouvernement, qui sont l'exécutif, le législatif et le judiciaire, ont des pouvoirs distincts, de même que des contraintes distinctes.La GRC a écrit au légiste de la Chambre des communes, en juillet, pour dire qu'elle ne pouvait pas utiliser les dossiers reçus par ce processus dans le cadre de son enquête, en raison des droits conférés au suspect en vertu de la Charte.",FR,parliament
14419,www_lapresse_ca_actualites_2024-06-18_chaleur-extreme_une-chaleur-ecrasante_php_20240619_082348,2024-06-19,"Toujours au parc La Fontaine, Fanny Esteves et son chien étaient étendus sous un arbre pour éviter le soleil.",FR,headlines
6401,www_theglobeandmail_com_world_article-trump-selects-robert-f-kennedy-jr-to-lead-department-of-health-and__20241114_222331,2024-11-14,"During his campaign, he acknowledged in a video posted online that he dumped a dead bear in New York City’s Central Park a decade ago and staged it to look like a bike had hit it.",EN,headlines
24703,441379HAN379-13029459,2024-11-29,"Madam Speaker, the Conservative Party of Canada has absolutely no shame.",EN,parliament
1708,nationalpost_com_feature_male-victims-of-domestic-abuse_20241108_093328,2024-11-08,"The Toronto shelter serves a crucial role helping male victims of abuse, including fathers and their kids, caught in the social services gap.",EN,headlines
7845,globalnews_ca_news_10784177_hezbollah-leader-hassan-nasrallah-killed-israeli-airstrike__20240928_123331,2024-09-28,"Herzi Halevi, said Saturday that the elimination of Nasrallah was “not the end of our toolbox,” indicating that more strikes were planned.",EN,headlines
10338,www_journaldemontreal_com_2024_11_04_meurtre-dun-adolescent-montrealais-en-ontario-trois-quebecois-recherches_20241105_031328,2024-11-05,Vous avez des informations à nous communiquer à propos de cette histoire?,FR,headlines
